,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
2832,1518260038.0,41.243551183,-8.557344067,101.4,12.295,257.00,1.4,2.2,2.6
2833,1518260039.0,41.243525733,-8.557487367,100.7,12.398,257.20,1.4,2.2,2.6
2834,1518260040.0,41.243500367,-8.557631083,100.0,12.398,257.30,1.4,2.2,2.6
2835,1518260041.0,41.243475067,-8.5577749,99.3,12.450,257.40,1.4,2.2,2.6
2836,1518260042.0,41.2434497,-8.557919317,98.6,12.501,257.50,1.4,2.2,2.6
2837,1518260043.0,41.243424533,-8.558064167,98.0,12.501,257.70,1.4,2.2,2.6
2838,1518260044.0,41.243399,-8.558209333,97.3,12.552,257.40,1.4,2.2,2.6
2839,1518260045.0,41.2433726,-8.558354983,96.5,12.655,256.80,1.4,2.2,2.6
2840,1518260046.0,41.243345217,-8.558501017,95.8,12.655,256.60,1.5,2.4,2.8
2841,1518260047.0,41.2433177,-8.55864755,95.1,12.707,256.60,1.5,2.4,2.8
2842,1518260048.0,41.243290183,-8.558794383,94.4,12.758,256.70,1.5,2.4,2.8
2843,1518260049.0,41.243262967,-8.558941383,93.8,12.707,256.80,1.5,2.4,2.8
2844,1518260050.0,41.243236633,-8.559087133,93.5,12.552,257.20,1.5,2.4,2.8
2845,1518260051.0,41.243211683,-8.55922875,93.7,12.038,257.50,1.5,2.4,2.8
2846,1518260052.0,41.24318815,-8.5593644,94.3,11.472,257.70,1.5,2.4,2.8
2847,1518260053.0,41.243165617,-8.559498217,95.1,11.369,257.60,1.5,2.4,2.8
2848,1518260054.0,41.243143217,-8.559633,95.8,11.575,257.50,1.5,2.4,2.8
2849,1518260055.0,41.2431199,-8.559769617,96.6,11.832,257.10,1.5,2.4,2.8
2850,1518260056.0,41.243094867,-8.559913667,97.3,12.707,256.90,1.5,2.4,2.8
2851,1518260057.0,41.24306755,-8.560070267,98.2,13.941,256.90,1.5,2.4,2.8
2852,1518260058.0,41.243038667,-8.560239533,99.0,14.970,257.40,1.4,2.2,2.6
2853,1518260059.0,41.2430083,-8.560420033,100.0,15.896,257.60,1.5,2.4,2.8
2854,1518260060.0,41.24297605,-8.560607267,101.2,16.359,257.10,1.5,2.4,2.8
2855,1518260061.0,41.242943983,-8.560800483,102.1,16.771,257.30,1.5,2.4,2.8
