n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
40	4607	1411812160	493	1411812160	41.1778564453125	-8.59820652008057	236.300003051758			6	7
41	4607	1411812161	347	1411812161	41.1778564453125	-8.59820652008057	236.300003051758			6	7
42	4607	1411812162	432	1411812162	41.1778564453125	-8.59820652008057	236.300003051758			5	7
43	4607	1411812163	491	1411812163	41.1778564453125	-8.59820652008057	236.300003051758			5	7
44	4607	1411812164	392	1411812164	41.1778564453125	-8.59820652008057	236.300003051758			5	7
45	4607	1411812165	605	1411812165	41.1778564453125	-8.59820652008057	236.300003051758			5	7
46	4607	1411812166	384	1411812166	41.1778564453125	-8.59820652008057	236.300003051758			5	7
47	4607	1411812167	488	1411812167	41.1778564453125	-8.59820652008057	236.300003051758			4	7
48	4607	1411812168	415	1411812168	41.1778564453125	-8.59820652008057	236.199996948242			4	7
49	4607	1411812169	522	1411812169	41.1778564453125	-8.59820652008057	236.199996948242			4	7
50	4607	1411812170	547	1411812170	41.1778564453125	-8.59820652008057	236.199996948242			4	7
51	4607	1411812171	407	1411812171	41.1778564453125	-8.59820652008057	236.199996948242			4	7
52	4607	1411812172	570	1411812172	41.1778564453125	-8.59820747375488	236.300003051758			4	7
53	4607	1411812173	422	1411812173	41.1778564453125	-8.5982084274292	236.300003051758			4	6
54	4607	1411812174	584	1411812174	41.1778564453125	-8.5982084274292	236.300003051758			4	6
55	4607	1411812175	393	1411812175	41.1778564453125	-8.5982084274292	236.300003051758			4	6
56	4607	1411812176	500	1411812176	41.1778564453125	-8.5982084274292	236.300003051758			4	6
57	4607	1411812177	523	1411812177	41.1778564453125	-8.5982084274292	236.300003051758			4	6
58	4607	1411812178	533	1411812178	41.1778564453125	-8.5982084274292	236.300003051758			4	6
59	4607	1411812179	542	1411812179	41.1778564453125	-8.5982084274292	236.300003051758			4	6
60	4607	1411812180	454	1411812180	41.1778564453125	-8.5982084274292	236.300003051758			4	6
61	4607	1411812181	604	1411812181	41.1778564453125	-8.5982084274292	236.300003051758			4	6
62	4607	1411812182	393	1411812182	41.1778564453125	-8.5982084274292	236.300003051758			4	6
63	4607	1411812183	530	1411812183	41.1778564453125	-8.5982084274292	236.300003051758			4	6
64	4607	1411812184	353	1411812184	41.1778564453125	-8.5982084274292	236.300003051758			4	6
65	4607	1411812185	527	1411812185	41.1778564453125	-8.5982084274292	236.300003051758			10	7
66	4607	1411812186	441	1411812186	41.1778564453125	-8.5982084274292	236.300003051758			10	7
67	4607	1411812187	477	1411812187	41.1778564453125	-8.5982084274292	236.300003051758			10	7
68	4607	1411812188	584	1411812188	41.1778564453125	-8.5982084274292	236.300003051758			10	7
69	4607	1411812189	347	1411812189	41.1778564453125	-8.59820938110352	236.399993896484			10	7
70	4607	1411812190	614	1411812190	41.1778564453125	-8.59820938110352	236.399993896484			10	7
71	4607	1411812191	361	1411812191	41.1778564453125	-8.59820938110352	236.399993896484			10	7
72	4607	1411812192	577	1411812192	41.1778564453125	-8.59820938110352	236.399993896484			10	7
73	4607	1411812193	538	1411812193	41.1778564453125	-8.59820938110352	236.399993896484			10	7
74	4607	1411812194	460	1411812194	41.1778564453125	-8.59820938110352	236.399993896484			10	7
75	4607	1411812195	575	1411812195	41.1778564453125	-8.59820938110352	236.399993896484			10	7
76	4607	1411812196	454	1411812196	41.1778564453125	-8.59820938110352	236.399993896484			10	7
77	4607	1411812197	537	1411812197	41.1778564453125	-8.59820938110352	236.399993896484			10	7
78	4607	1411812198	411	1411812198	41.1778564453125	-8.59821033477783	236.399993896484			10	7
79	4607	1411812199	469	1411812199	41.1778564453125	-8.59821033477783	236.399993896484			10	7
