,timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
124,1577395517.0,-27.71572664474269,-51.10113104384667,983.9503377303232,4.0,321.0019,17.123102,18,gps,0.8,1.0,1.3,3.6,,,,96,,17.086812286855352,1.0
125,1577395518.0,-27.71560420484972,-51.101242796421424,984.2155060665156,4.0,321.00702,17.524706,18,gps,0.8,1.0,1.3,3.6,,,,96,,17.480145117621813,1.0
126,1577395519.0,-27.71547832262685,-51.10135598489787,984.6168584699088,4.0,321.4582,17.8888,17,gps,0.8,1.0,1.3,3.6,,,,96,,17.86600259290075,1.0
127,1577395520.0,-27.71534920838536,-51.10147084338556,984.9744896466726,4.0,321.75925,18.277838,17,gps,0.8,1.0,1.3,3.6,,,,96,,18.248803668352505,1.0
128,1577395521.0,-27.715216227324927,-51.10158675163315,985.2979341071732,4.0,322.27164,18.68,17,gps,0.8,1.0,1.3,3.6,,,,96,,18.649949118734863,1.0
129,1577395522.0,-27.7150811295257,-51.10170630277885,985.6301047678644,4.0,321.88632,19.08321,16,gps,0.8,1.0,1.3,3.6,,,,96,,19.05601009406438,1.0
130,1577395523.0,-27.714943346985457,-51.10182810414981,985.9807868737756,4.0,321.87448,19.461174,16,gps,0.8,1.0,1.3,3.6,,,,96,,19.427052076048867,1.0
131,1577395524.0,-27.714802189289617,-51.10195152139831,986.2733022011912,4.0,322.2215,19.846481,17,gps,0.8,1.1,1.4,3.6,,,,96,,19.81982969996578,1.0
132,1577395525.0,-27.71465869693247,-51.10207884677133,986.5196385352194,4.0,321.78723,20.282598,17,gps,0.8,1.1,1.4,3.6,,,,96,,20.261230774040797,1.0
133,1577395526.0,-27.71451404861997,-51.10221127571326,986.7566717487692,4.0,320.95862,20.6952,17,gps,0.8,1.0,1.3,3.6,,,,96,,20.67610648358382,1.0
134,1577395527.0,-27.714366273864616,-51.10234653501136,986.9759078197932,4.0,320.97614,21.14095,17,gps,0.8,1.0,1.3,3.6,,,,96,,21.121021094815557,1.0
135,1577395528.0,-27.714221862534803,-51.10248246167544,987.2206553091949,4.0,320.156,20.88509,17,gps,0.8,1.0,1.3,3.6,,,,96,,20.875587125059397,1.0
136,1577395529.0,-27.714084458166543,-51.10261998627767,987.4404781596852,4.0,318.44806,20.417734,17,gps,0.8,1.0,1.3,3.6,,,,96,,20.390968209073,1.0
137,1577395530.0,-27.713950505698783,-51.10276477379932,987.7472988794784,4.0,316.21448,20.617685,17,gps,0.8,1.0,1.2,3.6,,,,96,,20.5968852649559,1.0
138,1577395531.0,-27.713818567793243,-51.10291709433069,987.8994561180756,4.0,314.37524,20.983427,17,gps,0.9,1.0,1.3,3.6,,,,96,,20.96240221239493,1.0
139,1577395532.0,-27.71368786293328,-51.103075754460825,988.0925830231536,4.0,312.8959,21.326174,17,gps,0.9,1.0,1.3,3.6,,,,96,,21.321837270255745,1.0
140,1577395533.0,-27.71356110566888,-51.10324308815326,988.123538676969,4.0,310.50616,21.673582,18,gps,0.9,1.0,1.3,3.6,,,,96,,21.671205990337437,1.0
141,1577395534.0,-27.71343689023388,-51.10341680917451,988.2594679101109,4.0,308.89783,21.982199,18,gps,1.1,1.4,1.7,3.6,,,,96,,21.977160421726865,1.0
142,1577395535.0,-27.71331205294497,-51.10359403413525,988.4557524820144,4.0,308.49216,22.29789,18,gps,0.9,1.0,1.4,3.6,,,,96,,22.29031599950125,1.0
143,1577395536.0,-27.7131871949033,-51.10377485322415,988.4976146489972,4.0,307.88464,22.577246,18,gps,0.8,1.0,1.3,3.6,,,,96,,22.57074671380782,1.0
144,1577395538.0,-27.712935387167946,-51.10414656928362,988.55184543252,4.0,307.25946,23.201939,18,gps,0.8,1.1,1.3,3.6,,,,96,,46.07084889911761,2.0
145,1577395539.0,-27.71280795554502,-51.10433670759038,988.589008260586,4.0,307.08682,23.483458,18,gps,0.8,1.0,1.3,3.6,,,,96,,23.47419183955065,1.0
146,1577395540.0,-27.71267982732109,-51.10453041695589,988.6615551530672,4.0,306.7455,23.801327,18,gps,0.8,1.1,1.3,3.6,,,,96,,23.802451895158576,1.0
147,1577395541.0,-27.712549652805155,-51.10472593773538,988.6352581160296,4.0,306.93918,24.086063,18,gps,0.8,1.0,1.3,3.6,,,,96,,24.08123373684033,1.0
148,1577395542.0,-27.71241708582281,-51.10492327211143,988.6109585587916,4.0,307.20718,24.38577,18,gps,0.9,1.0,1.3,3.6,,,,96,,24.3835113348244,1.0
149,1577395543.0,-27.71228234819657,-51.10512230871754,988.5020579409234,4.0,307.34387,24.666569,18,gps,0.9,1.1,1.4,3.6,,,,96,,24.662605086899788,1.0
